age,birthdate,birthplace,category,hand,height,id,links,name,nationality,photo_url,points,ranking,short_name,side,updated_at,url
21,2004-07-31,Siracusa,men,,184,284,,Flavio Abbate,IT,https://storage.googleapis.com/fantasypadeltour/player-api/flavio-abbate.webp,1060,58,Abbate,drive,2026-07-15T08:05:03+02:00,
35,1991-04-08,,men,,,2285,,Flavio Fioriti,IT,,35,649,Fioriti,,2026-07-13T14:00:32+02:00,
43,1983-05-15,,men,,,2558,,Florian Valsot,MC,,,,Valsot,,2026-07-15T16:00:14+02:00,
21,2004-10-07,,men,,,2191,,Francesco Berta,IT,,54,502,Berta,,2026-07-13T14:00:28+02:00,
20,2006-01-07,,men,,,1845,,Francesco Spurio,IT,,68,443,Spurio,,2026-07-13T14:00:27+02:00,
33,1992-08-10,Málaga,men,,182,356,,Francisco Alameda Robles,ES,,0,2919,Alameda,drive,2026-07-07T00:04:51+02:00,
24,2001-12-27,Chivilcoy,men,,174,261,,Francisco Britos,AR,,113,330,Britos,backhand,2026-07-13T14:00:25+02:00,
18,2007-12-05,Marbella,men,right,180,148,,Francisco Cabeza Teres,ES,https://storage.googleapis.com/fantasypadeltour/player-api/francisco-cabeza-teres.webp,1055,59,Cabeza,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/152/francisco-cabeza-teres
24,2001-11-12,Villamaria,men,,185,21,,Francisco Coirini,AR,,29,735,Coirini,,2026-07-13T14:00:34+02:00,
26,2000-03-21,,men,,,1954,,Francisco Cunietti,AR,,10,1329,Cunietti,,2026-07-13T14:00:44+02:00,
30,1996-04-27,Córdoba,men,right,185,69,,Francisco Gil,ES,https://storage.googleapis.com/fantasypadeltour/player-api/francisco-gil.png,1128,54,Gil,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/23/francisco-gil
45,1981-06-07,Porto Alegre,men,,180,335,,Francisco Gomes,BR,https://storage.googleapis.com/fantasypadeltour/player-api/francisco-gomes.webp,40,588,Gomes,drive,2026-07-13T14:00:30+02:00,
18,2008-06-13,,men,,,904,,Francisco Goncalves Da Silva,PT,,7,1680,Goncalves,,2026-07-13T14:00:47+02:00,
22,2003-07-30,Málaga,men,right,176,82,,Francisco Guerrero,ES,https://storage.googleapis.com/fantasypadeltour/player-api/francisco-guerrero.webp,4509,13,Guerrero,drive,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/84/francisco-guerrero
33,1993-06-08,,men,,,940,,Francisco Javier Carro Revuelta,MX,,0,3241,Carro,,2026-07-13T14:00:59+02:00,
17,2009-06-09,,men,,,2037,,Francisco Jose De Frutos Cayuela,ES,,7,1680,De Frutos Cayuela,,2026-07-13T14:00:47+02:00,
29,1996-12-10,El Coronil,men,,184,363,,Francisco Jurado Sosa,AE,https://storage.googleapis.com/fantasypadeltour/player-api/francisco-jurado-sosa.webp,273,193,Jurado,backhand,2026-07-13T14:00:21+02:00,
20,2006-05-27,Necochea,men,,179,751,,Francisco Maier,AR,,287,183,Maier,backhand,2026-07-13T14:00:21+02:00,
37,1989-02-10,Sevilla,men,right,181,77,,Francisco Navarro,ES,https://storage.googleapis.com/fantasypadeltour/player-api/francisco-navarro.webp,5804,10,Navarro,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/7/francisco-navarro
26,2000-03-04,Quilmes,men,right,180,535,,Franco Dal Bianco,AR,,551,107,Dal Bianco,backhand,2026-07-13T14:00:19+02:00,https://fantasypadeltour.com/rankings/160/franco-dal-bianco
35,1990-10-22,,men,,,2420,,François Authier,FR,,6,1738,Authier,,2026-07-13T14:00:47+02:00,
30,1996-03-25,Chaco,men,right,180,87,,Franco Stupaczuk,AR,https://storage.googleapis.com/fantasypadeltour/player-api/franco-stupaczuk.webp,6840,8,Stupaczuk,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/9/franco-stupaczuk
34,1991-07-31,Sevilla,men,right,174,293,,Fran Ramirez Navas,ES,https://storage.googleapis.com/fantasypadeltour/player-api/fran-ramirez-navas.webp,424,138,Ramirez,backhand,2026-07-13T14:00:20+02:00,https://fantasypadeltour.com/rankings/98/fran-ramirez-navas
41,1985-04-25,,men,,,1665,,Frederic Lageat,FR,,12,1231,Lageat,,2026-07-13T14:00:42+02:00,
56,1970-06-12,,men,,,1793,,Fredrik Lonnqvist,SE,,34,670,Lonnqvist,,2026-07-13T14:00:32+02:00,
16,2009-12-16,,men,,,1908,,Gabriele Forte,IT,,7,1680,Forte,,2026-07-13T14:00:47+02:00,
17,2009-02-02,,men,,,2075,,Gabriele Laurino,IT,,46,547,Laurino,,2026-07-13T14:00:29+02:00,
18,2008-05-03,,men,,,1231,,Gabriel Lara Morejon,ES,,43,562,Lara,,2026-07-13T14:00:30+02:00,
33,1993-07-15,,men,,,1552,,Gabriel Londero Almeida,BR,,9,1406,Londero,,2026-07-13T14:00:44+02:00,
28,1997-12-22,,men,,,833,,Gabriel Morbey Basso,PT,,5,1880,Morbey,,2026-07-13T14:00:51+02:00,
37,1988-12-13,,men,,,1262,,Gabriel Perez Carral,ES,,39,602,Perez,,2026-07-13T14:00:31+02:00,
,,,men,,,2388,,Gabriel Reca,AR,,,,Reca,,2026-07-09T16:00:13+02:00,
38,1988-05-19,,men,,,1333,,Gael Courbard,FR,,6,1738,Courbard,,2026-07-13T14:00:48+02:00,
26,2000-03-18,,men,,,763,,Gaston Diaz,AR,,37,623,Diaz,,2026-07-13T14:00:31+02:00,
27,1998-08-08,La Vertientes,men,,170,29,,Gaston Lazzarini,AR,,62,468,Lazzarini,drive,2026-07-13T14:00:28+02:00,
,,,men,,,2406,,Gaston Malacalza,AR,,,,Malacalza,,2026-07-09T16:00:37+02:00,
31,1994-11-14,Riyadh,men,,183,294,,Georges Wakim,EG,,177,244,Wakim,drive,2026-07-13T14:00:23+02:00,
28,1997-12-31,Barcelona,men,,184,291,,Gerard Arnaldos Serrano,ES,https://storage.googleapis.com/fantasypadeltour/player-api/gerard-arnaldos-serrano.webp,103,348,Arnaldos,drive,2026-07-13T14:00:25+02:00,
22,2003-10-09,,men,,,1877,,Gerard Gimeno Centelles,ES,,59,486,Gimeno,,2026-07-13T14:00:28+02:00,
,,,men,,,2400,,Gerardo Derito,AR,,,,Derito,,2026-07-09T16:01:40+02:00,
39,1986-11-27,,men,,,1760,,Gerardo Tafich Romo,MX,,9,1406,Tafich,,2026-07-13T14:00:45+02:00,
20,2006-06-20,,men,,,1435,,Geremias Caluva,AR,,42,568,Caluva,,2026-07-13T14:00:30+02:00,
40,1986-03-10,,men,,,1557,,German Faure,AR,,6,1738,Faure,,2026-07-13T14:00:48+02:00,
37,1989-02-11,,men,,,2364,,Germano Giacalone,IT,,9,1406,Giacalone,,2026-07-13T14:00:44+02:00,
26,1999-09-15,,men,,,2098,,German Rodriguez Quesada,ES,,52,512,Rodriguez,,2026-07-13T14:00:29+02:00,
48,1978-05-25,,men,,,1672,,Ghaddar Nael,LB,,29,735,Nael,,2026-07-13T14:00:34+02:00,
14,2012-02-24,,men,,,2444,,Ghrabi Majd,LB,,8,1474,Majd,,2026-07-13T14:00:45+02:00,
27,1999-04-19,,men,,,1762,,Gianluca Reynafe,AR,,8,1474,Reynafe,,2026-07-13T14:00:46+02:00,
41,1985-03-17,,men,,,2339,,Giorgio Berni,IT,,3,2310,Berni,,2026-07-13T14:00:52+02:00,
22,2003-11-10,Roma,men,,180,1346,,Giorgio Saputo,IT,,99,356,Saputo,,2026-07-13T14:00:25+02:00,
27,1998-08-28,Roma,men,,,285,,Giulio Graziotti,IT,,388,148,Graziotti,backhand,2026-07-13T14:00:20+02:00,
26,2000-03-20,Conversano,men,,,1858,,Giulio Lovascio,IT,,48,528,Lovascio,,2026-07-13T14:00:29+02:00,
27,1999-02-03,,men,,,2071,,Giulio Lucchetti,IT,,24,824,Lucchetti,,2026-07-13T14:00:36+02:00,
19,2006-12-12,Corigliano Calabro,men,,184,1452,,Giuseppe Fino,IT,,219,215,Fino,drive,2026-07-13T14:00:22+02:00,
18,2008-07-06,,men,,,2002,,Gonçalo Costa Liberato,PT,,25,800,Costa,,2026-07-13T14:00:36+02:00,
22,2003-10-01,,men,,,831,,Gonçalo Valente,PT,,32,691,Valente,,2026-07-13T14:00:33+02:00,
30,1996-03-30,General Cabrera,men,right,170,18,,Gonzalo Alfonso,AR,https://storage.googleapis.com/fantasypadeltour/player-api/gonzalo-alfonso.webp,2081,32,Alfonso,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/146/gonzalo-alfonso
25,2001-05-11,,men,,,955,,Gonzalo Federico Lopez,AR,,47,538,Lopez,,2026-07-13T14:00:29+02:00,
28,1998-07-04,Valencia,men,,190,347,,Gonzalo Perez Arbona,ES,,62,468,Perez,drive,2026-07-13T14:00:28+02:00,
35,1991-02-22,Sevilla,men,left,183,97,,Gonzalo Rubio,ES,https://storage.googleapis.com/fantasypadeltour/player-api/gonzalo-rubio.webp,1529,42,Rubio,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/25/gonzalo-rubio
24,2001-12-01,Mar del Plata,men,,184,1594,,Gonzalo Sassano,IT,,114,326,Sassano,drive,2026-07-13T14:00:24+02:00,
35,1990-12-19,Córdoba,men,,182,1951,,Gonzalo Vera,AR,,32,691,Vera,drive,2026-07-13T14:00:33+02:00,
21,2004-08-19,,men,,,848,,Guilherme Alves,PT,,13,1148,Alves,,2026-07-13T14:00:42+02:00,
26,1999-10-20,,men,,,844,,Guilherme Baptista,PT,,0,3241,Baptista,,2026-07-13T14:00:59+02:00,
28,1997-11-14,,men,,,830,,Guilherme Coelho,PT,,47,538,Coelho,,2026-07-13T14:00:29+02:00,
20,2005-10-10,,men,,,861,,Guilherme Lupi,PT,,0,3241,Lupi,,2026-07-13T14:00:59+02:00,
,,,men,,,862,,Guilherme Moreira,PT,,0,3001,Moreira,,2026-06-24T20:04:44+02:00,
36,1989-11-20,,men,,,1413,,Guillaume Ledrap,FR,,58,489,Ledrap,,2026-07-13T14:00:28+02:00,
27,1998-07-30,Valls,men,,176,459,,Guillem Figuerola Santiago,ES,https://storage.googleapis.com/fantasypadeltour/player-api/guillem-figuerola-santiago.webp,545,108,Figuerola,backhand,2026-07-14T08:05:02+02:00,
21,2005-05-05,Madrid,men,right,180,210,,Guillermo Collado,ES,https://storage.googleapis.com/fantasypadeltour/player-api/guillermo-collado.webp,1915,36,Collado,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/142/guillermo-collado
18,2007-10-25,Segovia,men,,187,1264,,Guillermo Fernandez Sanchez,ES,,322,173,Fernandez,backhand,2026-07-13T14:00:21+02:00,
54,1971-08-26,Madrid,men,,,2405,,Guillermo Lahoz Rodriguez,ES,,,,Lahoz,,2026-07-09T16:00:24+02:00,
18,2007-10-06,,men,,,1447,,Guillermo Vera Cebollero,ES,,106,341,Vera,,2026-07-13T14:00:25+02:00,
25,2001-05-08,Orebro,men,,181,2221,,Gustav Eriksson,SE,,25,800,Eriksson,backhand,2026-07-13T14:00:36+02:00,
40,1986-05-19,Buenos Aires,men,,170,632,,Gustavo Ariel Aguirre,AR,,0,3241,Aguirre,backhand,2026-07-13T14:01:00+02:00,
19,2006-10-28,Aveiro,men,right,191,130,,Gustavo Nunes,PT,https://storage.googleapis.com/fantasypadeltour/player-api/gustavo-nunes.webp,375,152,Nunes,backhand,2026-07-13T14:00:20+02:00,https://fantasypadeltour.com/rankings/126/gustavo-nunes
36,1990-01-30,,men,,,2186,,Haakon Haraldsen,NO,,16,1008,Haraldsen,,2026-07-13T14:00:39+02:00,
30,1995-12-08,,men,,,1607,,Hallak Hussein,LB,,22,862,Hussein,,2026-07-13T14:00:37+02:00,
33,1992-11-27,Motala,men,,180,2220,,Hami Golestan,SE,,11,1253,Golestan,,2026-07-13T14:00:42+02:00,
37,1989-07-05,,men,,,1651,,Hamza Berrahou,BE,,48,528,Berrahou,,2026-07-13T14:00:29+02:00,
28,1997-10-10,,men,,,1519,,Hamzeh Al-Aswad,JO,,15,1052,Al-Aswad,,2026-07-13T14:00:40+02:00,
37,1989-01-23,,men,,,2536,,Hao Li,CN,,5,1880,Li,,2026-07-13T14:00:51+02:00,
27,1999-05-20,,men,,,2371,,Haoxuan He,CN,,29,735,He,,2026-07-13T14:00:34+02:00,
28,1997-07-22,,men,,,541,,Harold Bernard,FR,,47,538,Bernard,,2026-07-13T14:00:29+02:00,
,,,men,,,2471,,Harry Bingham,IE,,5,1880,Bingham,,2026-07-13T14:00:50+02:00,
32,1993-09-13,,men,,,2474,,Harry Heyburn,IE,,5,1880,Heyburn,,2026-07-13T14:00:49+02:00,
17,2008-11-25,,men,,,375,,Hassan Adel Waly,QA,,54,502,Waly,,2026-07-13T14:00:28+02:00,
20,2006-04-19,,men,,,1396,,Hassan Tarek Shaheen,EG,,23,845,Tarek,,2026-07-13T14:00:36+02:00,
25,2000-10-16,,men,,,1794,,Hayato Nakayashiki,JP,,57,491,Nakayashiki,,2026-07-13T14:00:28+02:00,
24,2002-01-11,,men,,,942,,Hector Dubuc,MX,,3,2310,Dubuc,,2026-07-13T14:00:52+02:00,
22,2004-04-28,Madrid,men,,182,2136,,Hector Vazquez Lopez,ES,,310,178,Vazquez,drive,2026-07-13T14:00:21+02:00,
33,1993-07-09,,men,,,1416,,Henrik Aarnio,FI,,15,1052,Aarnio,,2026-07-13T14:00:40+02:00,
25,2000-09-09,Aveiro,men,,174,167,,Henrique Barbosa,PT,https://storage.googleapis.com/fantasypadeltour/player-api/henrique-barbosa.webp,193,227,Barbosa,drive,2026-07-13T14:00:22+02:00,
24,2001-11-27,,men,,,2560,,Henrique Brancal,PT,,,,Brancal,,2026-07-15T16:00:02+02:00,
25,2000-11-29,,men,,,840,,Henrique Brazão,PT,,67,454,Brazão,,2026-07-13T14:00:27+02:00,
21,2005-02-08,,men,,,1917,,Henrique Orge,PT,,106,341,Orge,,2026-07-13T14:00:25+02:00,
,,,men,,,2399,,Hernan Auguste,AR,,,,Auguste,,2026-07-09T16:01:37+02:00,
25,2001-03-15,Rio Branco,men,,188,1555,,Higor Ensslin Alves,UY,,13,1148,Ensslin,drive,2026-07-13T14:00:41+02:00,
40,1986-06-22,,men,,,1331,,Hirokazu Kitao,JP,,13,1148,Kitao,,2026-07-13T14:00:41+02:00,
30,1996-03-04,,men,,,2021,,Horia Vladimir Nedelcu,RO,,35,649,Vladimir,,2026-07-13T14:00:32+02:00,
19,2007-05-16,,men,,,2385,,Hugo Girona Diaz,ES,,65,460,Girona,,2026-07-13T14:00:28+02:00,
19,2007-05-17,,men,,,2196,,Hugo Henrysson,SE,,9,1406,Henrysson,,2026-07-13T14:00:44+02:00,
15,2010-12-10,,men,,,1668,,Hugo Houedessou,FR,,14,1100,Houedessou,,2026-07-13T14:00:40+02:00,
21,2004-09-16,,men,,,1234,,Hugo Lorenzo Serrano,ES,,107,338,Lorenzo,,2026-07-13T14:00:25+02:00,
19,2007-04-12,,men,,,952,,Hugo Martinez Toral,MX,,5,1880,Martinez,,2026-07-13T14:00:50+02:00,
23,2002-08-09,,men,,,1394,,Hussein Gomaa,EG,,5,1880,Gomaa,,2026-07-13T14:00:51+02:00,
29,1997-01-15,,men,,,1655,,Hussein Hallal,LB,,8,1474,Hallal,,2026-07-13T14:00:46+02:00,
29,1997-03-26,,men,,,2470,,Iago Blanco Negro,ES,,8,1474,Blanco,,2026-07-13T14:00:46+02:00,
16,2010-02-13,Narón,men,,170,908,,Iago Fuertes Leonardo,ES,,236,206,Fuertes,drive,2026-07-13T14:00:22+02:00,
22,2004-02-14,,men,,,1674,,Ibrahim Joel Tresor Ouédraogo,ZZ,,21,889,Joel,,2026-07-13T14:00:37+02:00,
21,2005-05-17,Valencia,men,,182,910,,Ignacio Alonso Chillaron,ES,,142,276,Alonso,drive,2026-07-13T14:00:23+02:00,
34,1991-12-19,Santiago de Chile,men,,175,348,,Ignacio Andres Lehyt Sances,CL,,16,1008,Lehyt,drive,2026-07-13T14:00:39+02:00,
20,2006-02-14,Loberia,men,,182,1880,,Ignacio Archieri,AR,,426,136,Archieri,drive,2026-07-15T08:05:02+02:00,
20,2006-04-03,,men,,,1464,,Ignacio Miguel Corbo,AR,,85,388,Corbo,,2026-07-13T14:00:26+02:00,
24,2002-03-06,Concaran San Luis,men,right,176,74,,Ignacio Piotto,AR,https://storage.googleapis.com/fantasypadeltour/player-api/ignacio-piotto.webp,1209,50,Piotto,backhand,2026-07-15T08:05:03+02:00,https://fantasypadeltour.com/rankings/96/ignacio-piotto
28,1997-08-28,Malabrigo,men,right,198,160,,Ignacio Sager,ES,https://storage.googleapis.com/fantasypadeltour/player-api/ignacio-sager.webp,928,74,Sager,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/116/ignacio-sager
28,1997-12-11,Sevilla,men,,172,1352,,Ignacio Tato Cantalapiedra,ES,,56,496,Tato,drive,2026-07-13T14:00:28+02:00,
27,1999-02-27,,men,,,1471,,Ignacio Ybañez Cuerda,ES,,18,959,Ybañez,,2026-07-13T14:00:38+02:00,
26,2000-04-24,,men,,,1280,,Ilyas Hasanli,AZ,,14,1100,Hasanli,,2026-07-13T14:00:41+02:00,
20,2005-08-31,,men,,,876,,Imran Danill Van Dijk,NL,,105,343,Van Dijk,,2026-07-13T14:00:25+02:00,
25,2000-08-13,Santa Cruz de Tenerife,men,right,185,155,,Inigo Jofre,AE,https://storage.googleapis.com/fantasypadeltour/player-api/inigo-jofre.webp,1949,35,Jofre,drive,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/117/inigo-jofre
24,2001-09-16,México D.F.,men,,174,19,,Ionian Antonelly Carballo Hernandez,MX,,0,9999,Antonelly,backhand,2026-07-07T04:00:24+02:00,
23,2003-03-23,,men,,,1487,,I Putu Anandana Adi Guna,ZZ,,40,588,Putu,,2026-07-13T14:00:30+02:00,
20,2006-02-14,Veurne,men,right,186,209,,Isaac Huysveld,BE,,153,260,Huysveld,backhand,2026-07-13T14:00:23+02:00,https://fantasypadeltour.com/rankings/154/isaac-huysveld
,,,men,,,2461,,Isak Bäckman,SE,,,,Bäckman,,2026-07-02T04:00:38+02:00,
23,2002-12-02,,men,,,2453,,Isak William Bäckman,SE,,55,498,Bäckman,,2026-07-13T14:00:28+02:00,
33,1993-05-26,,men,,,1388,,Islam Ghunaim,BH,,41,581,Ghunaim,,2026-07-13T14:00:30+02:00,
24,2002-06-19,,men,,,2499,,Ismael Maqueda Hidalgo,ES,,18,959,Maqueda,,2026-07-13T14:00:38+02:00,
35,1990-10-08,,men,,,2344,,Ita Chen,TW,,3,2310,Chen,,2026-07-13T14:00:52+02:00,
19,2006-12-06,,men,,,1960,,Ivan Boluda Pitarch,ES,,83,398,Boluda,,2026-07-13T14:00:26+02:00,
16,2009-08-31,,men,,,1964,,Ivan Del Águila Navarro,ES,,46,547,Del Águila Navarro,,2026-07-13T14:00:29+02:00,
41,1985-01-30,,men,,,2469,,Ivan Ignacio Herrera,IE,,8,1474,Herrera,,2026-07-13T14:00:45+02:00,
24,2001-11-14,Madrid,men,right,175,33,,Ivan Ramirez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/ivan-ramirez.webp,107,338,Ramirez,backhand,2026-07-13T14:00:25+02:00,https://fantasypadeltour.com/rankings/47/ivan-ramirez
22,2003-08-13,Presidencia de la Plaza,men,,183,22,,Ivo Agustin Nuñez,AR,,32,691,Nuñez,drive,2026-07-13T14:00:33+02:00,
23,2003-02-20,Córdoba,men,,175,38,,Ivo Andenmatten Gudiño,AR,,83,398,Andenmatten,backhand,2026-07-13T14:00:26+02:00,
29,1996-09-14,,men,,,863,,Ivo Rodrigues,PT,,2,2883,Rodrigues,,2026-07-13T14:00:55+02:00,
17,2008-09-10,,men,,,659,,Izan Ranera Pedrero,ES,,47,538,Ranera,,2026-07-13T14:00:29+02:00,
32,1994-05-27,,men,,178,314,,Jabor Al-Mutawa,QA,https://storage.googleapis.com/fantasypadeltour/player-api/jabor-al-mutawa.webp,6,1738,Al-Mutawa,,2026-07-13T14:00:48+02:00,
33,1993-07-12,Santiago de Compostela,men,,185,629,,Jacobo Perez Cendon,ES,,0,2731,Perez,drive,2026-06-26T04:01:28+02:00,
21,2004-11-18,,men,,,1847,,Jacopo Crini,IT,,23,845,Crini,,2026-07-13T14:00:36+02:00,
29,1997-03-04,,men,,,2438,,Jad Jaafar,LB,,15,1052,Jaafar,,2026-07-13T14:00:40+02:00,
,,,men,,,2548,,Jaime Escañuela Jiménez,ES,,6,1738,Escañuela,,2026-07-13T14:00:48+02:00,
28,1997-12-06,Madrid,men,,178,142,,Jaime Fermosell Delgado,ES,https://storage.googleapis.com/fantasypadeltour/player-api/jaime-fermosell-delgado.webp,13,1148,Fermosell,backhand,2026-07-13T14:00:42+02:00,
20,2006-01-06,,men,,,2500,,Jaime Gonzalez Diaz,ES,,24,824,Gonzalez,,2026-07-13T14:00:36+02:00,
21,2005-06-05,,men,,,853,,Jaime Lobo Wordsworth,GB,,87,382,Lobo,,2026-07-13T14:00:26+02:00,
17,2009-02-03,,men,,,1962,,Jaime Martin Cano,ES,,49,524,Martin,,2026-07-13T14:00:29+02:00,
32,1994-03-28,Madrid,men,,180,613,,Jaime Menendez,ES,,18,959,Menendez,backhand,2026-07-15T12:04:16+02:00,
27,1999-06-14,Madrid,men,right,183,85,,Jaime Munoz,ES,https://storage.googleapis.com/fantasypadeltour/player-api/jaime-munoz.webp,25,800,Munoz,drive,2026-07-13T14:00:36+02:00,https://fantasypadeltour.com/rankings/59/jaime-munoz
18,2007-11-05,Valladolid,men,,,1448,,Jaime Perez Martin,ES,,311,177,Perez,,2026-07-13T14:00:21+02:00,
25,2001-07-11,Málaga,men,right,190,81,,Jairo Bautista,ES,https://storage.googleapis.com/fantasypadeltour/player-api/jairo-bautista.webp,2409,23,Bautista,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/72/jairo-bautista
18,2007-07-21,Marbella,men,,167,1259,,Jairo Guerrero Escarcena,ES,,223,213,Guerrero,drive,2026-07-13T14:00:22+02:00,
22,2003-10-20,,men,,,1990,,Jake Bewley,GB,,35,649,Bewley,,2026-07-13T14:00:32+02:00,
32,1994-04-03,,men,,,2456,,James Harte,IE,,5,1880,Harte,,2026-07-13T14:00:49+02:00,
19,2007-01-10,,men,,,1764,,Jan Guerrero,ES,,5,1880,Guerrero,,2026-07-13T14:00:52+02:00,
34,1992-07-10,,men,,,1415,,Janne Wuorinen,FI,,20,912,Wuorinen,,2026-07-13T14:00:37+02:00,
46,1980-05-21,,men,,,1476,,Jarek Jozwiak,AU,,8,1474,Jozwiak,,2026-07-13T14:00:45+02:00,
53,1972-12-25,,men,,,881,,Jarrett Laabs,US,,48,528,Laabs,,2026-07-13T14:00:29+02:00,
22,2004-07-13,,men,,,2268,,Jasha Saas,NL,,25,800,Saas,,2026-07-15T20:01:08+02:00,
39,1987-05-21,,men,,,1498,,Jason Wright,AU,,10,1329,Wright,,2026-07-13T14:00:43+02:00,
21,2005-06-17,Palma de Mallorca,men,,184,138,,Jaume Romera Barcelo,ES,,443,129,Romera,backhand,2026-07-13T14:00:20+02:00,
,,,men,,,2563,,Javier Antonio Cincotta,AR,,,,Cincotta,,2026-07-15T21:15:10+02:00,
27,1998-09-17,Madrid,men,left,179,70,,Javier Barahona,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-barahona.webp,2319,25,Barahona,drive,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/44/javier-barahona
36,1990-01-15,Málaga,men,,169,360,,Javier Bravo Alvarez,ES,,5,1880,Bravo,drive,2026-07-13T14:00:51+02:00,
19,2007-03-14,,men,,,2489,,Javier Del Cacho Cidoncha,ES,,44,557,Del Cacho Cidoncha,,2026-07-13T14:00:30+02:00,
40,1985-12-28,Santa Cruz de Tenerife,men,,181,1973,,Javier Eloy Perez Perez,ES,,27,765,Eloy,,2026-07-13T14:00:35+02:00,
25,2000-12-09,Murcia,men,right,177,71,,Javier Garcia,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-garcia.webp,2544,22,Garcia,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/43/javier-garcia
18,2008-07-10,,men,,,711,,Javier Garcia Caro,ES,,131,291,Garcia,,2026-07-13T14:00:24+02:00,
25,2000-10-26,Córdoba,men,right,184,104,,Javier Garrido,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-garrido.webp,3077,20,Garrido,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/19/javier-garrido
32,1994-07-06,,men,,,1328,,Javier Gonzalez Martin,ES,,0,3241,Gonzalez,,2026-07-13T14:00:56+02:00,
24,2002-05-13,,men,,,674,,Javier Hazouri Celorio,MX,,16,1008,Hazouri,,2026-07-13T14:00:39+02:00,
22,2003-07-28,Puerto de Santa María,men,right,175,95,,Javier Leal,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-leal.webp,3194,16,Leal,backhand,2026-07-13T14:00:17+02:00,https://fantasypadeltour.com/rankings/33/javier-leal
36,1989-12-06,Sagunto,men,,177,1523,,Javier Lopez Garcia,ES,,40,588,Lopez,backhand,2026-07-13T14:00:30+02:00,
29,1996-11-18,Valladolid,men,right,173,100,,Javier Martinez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-martinez.webp,1230,49,Martinez,drive,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/70/javier-martinez
26,1999-11-30,Santander,men,,184,1267,,Javier Mena Moreno,ES,,68,443,Mena,drive,2026-07-13T14:00:27+02:00,
16,2009-11-29,,men,,,1927,,Javier Merino Nieto,ES,,0,9999,Merino,,2026-06-25T00:03:08+02:00,
25,2001-05-03,Valencia,men,,176,364,,Javier Navarro Perez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-navarro-perez.webp,7,1680,Navarro,drive,2026-07-13T14:00:47+02:00,
20,2006-06-20,,men,,,2079,,Javier Nuñez Lopez,ES,,70,436,Nuñez,,2026-07-13T14:00:27+02:00,
39,1987-04-07,Arahal,men,,189,634,,Javier Perez Morillas,ES,,3,2275,Perez,backhand,2026-07-15T16:03:55+02:00,
29,1997-04-08,,men,,,1676,,Javier Redondo Mendez,ES,,36,632,Redondo,,2026-07-13T14:00:31+02:00,
28,1998-05-15,Valencia,men,left,167,106,,Javier Rico,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-rico.webp,362,157,Rico,drive,2026-07-13T14:00:20+02:00,https://fantasypadeltour.com/rankings/29/javier-rico
28,1998-01-31,Cáceres,men,,179,346,,Javier Rodriguez Marquez,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-rodriguez-marquez.webp,32,691,Rodriguez,backhand,2026-07-13T14:00:33+02:00,
27,1998-11-21,,men,,,1522,,Javier Rodriguez Navarro,ES,,8,1474,Rodriguez,,2026-07-13T14:00:46+02:00,
39,1987-06-17,Granada,men,right,183,109,,Javier Ruiz,ES,https://storage.googleapis.com/fantasypadeltour/player-api/javier-ruiz.webp,1496,44,Ruiz,backhand,2026-07-15T08:05:02+02:00,https://fantasypadeltour.com/rankings/28/javier-ruiz
30,1996-06-27,Santiago de Chile,men,right,175,201,,Javier Valdes,CL,https://storage.googleapis.com/fantasypadeltour/player-api/javier-valdes.webp,838,82,Valdes,drive,2026-07-13T14:00:19+02:00,https://fantasypadeltour.com/rankings/66/javier-valdes
24,2001-11-24,,men,,,1405,,Javier Vazquez Bennassar,ES,,33,681,Vazquez,,2026-07-13T14:00:33+02:00,
34,1992-07-14,Le Chesnay,men,,173,1742,,Jean Paul Nassar,GH,,13,1148,Paul,,2026-07-13T14:00:42+02:00,
